Field.Notebook,Image,ID,Field.Number,Species,Genus,Species.Name,Sub.Species,Sex,SVL ,Total,Stream.Distance,Habitat,Development ,Larval.Period,Microhabitat,Date.Collected,Month.Collected,Time.Collected,Elevation,Elevation.Range,Site.Description,Date Preserved,Notes,Location
275,10,120865,CD 18946,P.glutinosus,Plethodon,glutinosis,,female,34,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120865,CD 18947,P.glutinosus,Plethodon,glutinosis,,female,39.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120865,CD 18921,P.glutinosus,Plethodon,glutinosis,,male,44.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120865,CD 18948,P.glutinosus,Plethodon,glutinosis,,male,68,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120865,CD 18920,P.glutinosus,Plethodon,glutinosis,,male,78.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18928,P.j.metcalfi,Plethodon,jordani,metcalfi,vial,18,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18929,P.j.metcalfi,Plethodon,jordani,metcalfi,vial,18,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18927,P.j.metcalfi,Plethodon,jordani,metcalfi,vial,19,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,9,120966,CD 18944,P.j.metcalfi,Plethodon,jordani,metcalfi,male,26.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,9,120966,CD 18942,P.j.metcalfi,Plethodon,jordani,metcalfi,male,28.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18964,P.j.metcalfi,Plethodon,jordani,metcalfi,male,28.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18940,P.j.metcalfi,Plethodon,jordani,metcalfi,male,29.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18966,P.j.metcalfi,Plethodon,jordani,metcalfi,female,30,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18939,P.j.metcalfi,Plethodon,jordani,metcalfi,male,30.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,9,120966,CD 18943,P.j.metcalfi,Plethodon,jordani,metcalfi,female,31,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18965,P.j.metcalfi,Plethodon,jordani,metcalfi,male,31,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18941,P.j.metcalfi,Plethodon,jordani,metcalfi,female,31.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18962,P.j.metcalfi,Plethodon,jordani,metcalfi,male,33.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18963,P.j.metcalfi,Plethodon,jordani,metcalfi,male,34.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18936,P.j.metcalfi,Plethodon,jordani,metcalfi,male,39,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18937,P.j.metcalfi,Plethodon,jordani,metcalfi,male,40,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18959,P.j.metcalfi,Plethodon,jordani,metcalfi,female,40,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18934,P.j.metcalfi,Plethodon,jordani,metcalfi,male,40.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18938,P.j.metcalfi,Plethodon,jordani,metcalfi,male,40.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18961,P.j.metcalfi,Plethodon,jordani,metcalfi,female,40.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18935,P.j.metcalfi,Plethodon,jordani,metcalfi,male,41,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18958,P.j.metcalfi,Plethodon,jordani,metcalfi,female,42,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18960,P.j.metcalfi,Plethodon,jordani,metcalfi,male,44,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18930,P.j.metcalfi,Plethodon,jordani,metcalfi,female,48,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18933,P.j.metcalfi,Plethodon,jordani,metcalfi,female,49.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18954,P.j.metcalfi,Plethodon,jordani,metcalfi,male,51,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18957,P.j.metcalfi,Plethodon,jordani,metcalfi,male,52,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18932,P.j.metcalfi,Plethodon,jordani,metcalfi,male,53.5,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120966,CD 18931,P.j.metcalfi,Plethodon,jordani,metcalfi,male,55,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18956,P.j.metcalfi,Plethodon,jordani,metcalfi,female,56.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120966,CD 18955,P.j.metcalfi,Plethodon,jordani,metcalfi,male,58,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120844,CD 18950,P.richmondi,Plethodon,richmondi,popei,vial,18,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120844,CD 18949,P.richmondi,Plethodon,richmondi,popei,vial,19.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120844,CD 18924,P.richmondi,Plethodon,richmondi,popei,juvenile,21,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120844,CD 18952,P.richmondi,Plethodon,richmondi,popei,male,33.5,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120844,CD 18925,P.richmondi,Plethodon,richmondi,popei,male,34,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120844,CD 18951,P.richmondi,Plethodon,richmondi,popei,male,38,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,10,120844,CD 18953,P.richmondi,Plethodon,richmondi,popei,female,42,,,Terrestrial ,direct,,,6/20/59,June,,4000,4000,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,8,120844,CD 18926,P.richmondi,Plethodon,richmondi,popei,female,47,,,Terrestrial ,direct,,,6/20/59,June,,3900,3900,,,,"South Side Whitetop Mt., Grayson Co., VA "
275,19,120921,CD 19070,D.fuscus,Desmognathus,fuscus,,larva,16.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19069,D.fuscus,Desmognathus,fuscus,,juvenile,20,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19068,D.fuscus,Desmognathus,fuscus,,female,28.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19066,D.fuscus,Desmognathus,fuscus,,female,31.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19077,D.fuscus,Desmognathus,fuscus,,male,32,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19065,D.fuscus,Desmognathus,fuscus,,female,33,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19067,D.fuscus,Desmognathus,fuscus,,male,33,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19064,D.fuscus,Desmognathus,fuscus,,male,35,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19062,D.fuscus,Desmognathus,fuscus,,female,38.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19061,D.fuscus,Desmognathus,fuscus,,male,39,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19063,D.fuscus,Desmognathus,fuscus,,male,41.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19060,D.fuscus,Desmognathus,fuscus,,female,44.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19059,D.fuscus,Desmognathus,fuscus,,female,46,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,16,120923,CD 19019,D.fuscus,Desmognathus,fuscus,,male,48.5,,,Semi,biphasic ,14.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,19,120921,CD 19058,D.fuscus,Desmognathus,fuscus,,female,49,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19057,D.fuscus,Desmognathus,fuscus,,female,49.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19040,D.fuscus,Desmognathus,fuscus,,female,50,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19046,D.fuscus,Desmognathus,fuscus,,male,51,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19036,D.fuscus,Desmognathus,fuscus,,male,51.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19045,D.fuscus,Desmognathus,fuscus,,male,53,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19047,D.fuscus,Desmognathus,fuscus,,male,54.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19049,D.fuscus,Desmognathus,fuscus,,male,54.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19041,D.fuscus,Desmognathus,fuscus,,male,55,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19048,D.fuscus,Desmognathus,fuscus,,male,57,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19055,D.fuscus,Desmognathus,fuscus,,male,57,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19038,D.fuscus,Desmognathus,fuscus,,male,57.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19056,D.fuscus,Desmognathus,fuscus,,male,57.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19042,D.fuscus,Desmognathus,fuscus,,male,58,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19043,D.fuscus,Desmognathus,fuscus,,male,58,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,31,120921,CD 19194,D.fuscus,Desmognathus,fuscus,,male,59.5,,1,Semi,biphasic ,14.5,stream bank,6/22/59,June,10:00pm11:00pm,3600,3600,,6/24/59,stream bank,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19037,D.fuscus,Desmognathus,fuscus,,male,60,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19050,D.fuscus,Desmognathus,fuscus,,male,60,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19052,D.fuscus,Desmognathus,fuscus,,male,60,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,31,120921,CD 19195,D.fuscus,Desmognathus,fuscus,,male,61,,1,Semi,biphasic ,14.5,stream bank,6/22/59,June,10:00pm11:00pm,3600,3600,,6/24/59,stream bank,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19039,D.fuscus,Desmognathus,fuscus,,male,61,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19044,D.fuscus,Desmognathus,fuscus,,male,61,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19051,D.fuscus,Desmognathus,fuscus,,male,62.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19054,D.fuscus,Desmognathus,fuscus,,male,62.5,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,18,120921,CD 19053,D.fuscus,Desmognathus,fuscus,,male,64,,,Semi,biphasic ,14.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,16,120909,CD 19018,D.monticola,Desmognathus,monticola,,juvenile,15.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,16,120909,CD 19017,D.monticola,Desmognathus,monticola,,female,23,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120909,CD 19016,D.monticola,Desmognathus,monticola,,juvenile,23.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120909,CD 19015,D.monticola,Desmognathus,monticola,,juvenile,24.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120909,CD 19014,D.monticola,Desmognathus,monticola,,female,42.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120909,CD 19012,D.monticola,Desmognathus,monticola,,male,44,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120909,CD 19013,D.monticola,Desmognathus,monticola,,male,48.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,13,120993,CD 18984,D.monticola,Desmognathus,monticola,,female,59.5,107,1,Semi,biphasic ,12.5,stream bank,6/22/59,June,,3800,3800,,,stream bank,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120909,CD 18995,D.monticola,Desmognathus,monticola,,male,61.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120909,CD 18994,D.monticola,Desmognathus,monticola,,male,64,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120909,CD 18996,D.monticola,Desmognathus,monticola,,male,64.5,,,Semi,biphasic ,12.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19076,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,juvenile,22.5,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19075,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,30,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19074,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,female,33.5,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19073,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,39,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,16,120941,CD 19020,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,43.5,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19072,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,44,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,19,120955,CD 19071,D.o.carolinensis,Desmognathus,ochropheus,carolinensis,male,47.5,,,Terrestrial ,biphasic ,10.5,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Mud Creek near Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19002,D.quadramaculatus  ,Desmognathus,quadramaculatus,,larva,17.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19011,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,35,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19010,D.quadramaculatus  ,Desmognathus,quadramaculatus,,male,45.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19009,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,46.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19007,D.quadramaculatus  ,Desmognathus,quadramaculatus,,male,48,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19008,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,50,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19006,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,53,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120989,CD 18997,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,61,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120989,CD 19000,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,63.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120989,CD 18998,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,64,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19004,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,65,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19005,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,66,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,12,120991,CD 18976,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,66.5,118,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120989,CD 18999,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,66.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,13,120991,CD 18982,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,67.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,12,120991,CD 18978,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,68.5,121,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,15,120898,CD 19003,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,69.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,12,120991,CD 18980,D.quadramaculatus  ,Desmognathus,quadramaculatus,,female,70,124,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,14,120989,CD 19001,D.quadramaculatus  ,Desmognathus,quadramaculatus,,male,72.5,,,Aquatic ,biphasic ,27,,6/22/59,June,,3800,3800,,,,"Middle Fork Byars Creek, South Side Whitetop Mt., Grayson Co., VA"
275,21,120865,CD 19114,P.glutinosus,Plethodon,glutinosis,,female,32,,,Terrestrial ,direct,,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Road cut in Bed Rock, Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
275,21,120865,CD 19115,P.glutinosus,Plethodon,glutinosis,,female,47,,,Terrestrial ,direct,,,6/22/59,June,9:00pm11:00pm,3600,3600,,,,"Road cut in Bed Rock, Rt. 600, South Side Whitetop Mt., Grayson Co., VA"
